,street,project,marketSegment,lat,long,avg_price_per_sqm,district,commonest_tenure
1905,SEA AVENUE,CHAPEL COURT,RCR,1.344377821059324,103.8689684951332,13175.011504032205,15,Freehold
1906,YIO CHU KANG ROAD,SPACE @ KOVAN,OCR,1.3133407007454598,103.917939646575,13773.528857447925,19,Freehold
1907,BUKIT TIMAH ROAD,MAPLE WOODS,RCR,1.22027459109195,103.89810323822707,16524.553068359626,21,Freehold
1908,UPPER EAST COAST ROAD,THE CALYPSO,OCR,1.3803601779011805,103.87854832394434,12693.265842011977,16,Freehold
1909,UPPER BUKIT TIMAH VIEW,BUKIT REGENCY,RCR,1.2063917639715978,103.91013585309031,12119.62761524535,21,Freehold
1910,LORONG CHUAN,THE CHUAN,OCR,1.2968030325245572,103.91319205541762,16234.665036246139,19,999 yrs lease commencing from 1877
1911,MARGATE ROAD,MEIER SUITES,RCR,1.3250523182377483,103.86240942415675,17562.68347010468,15,Freehold
1912,PASIR RIS DRIVE 3,EASTVALE,OCR,1.3901156938578256,103.93782567916494,7762.056726935887,18,99 yrs lease commencing from 1996
1913,BEDOK RESERVOIR ROAD,BAYWATER,OCR,1.3693450513235998,103.90081429698445,10319.164357543343,16,99 yrs lease commencing from 2001
1914,MEYER ROAD,MEYERHOUSE,RCR,1.329998402781182,103.8618820461359,27422.122791699552,15,Freehold
1915,LORONG 105 CHANGI,THE ARIEL,RCR,1.3396151427740857,103.8794499278789,12179.047251238602,15,Freehold
1916,FLORA ROAD,EDELWEISS PARK CONDOMINIUM,OCR,1.4043798597792245,103.91980924045986,8846.235494772007,17,Freehold
1917,UPPER THOMSON ROAD,LAKEVIEW ESTATE,RCR,1.2705272941834755,103.91262587135974,8887.676337846551,20,99 yrs lease commencing from 1977
1918,SIMEI STREET 4,SIMEI GREEN CONDOMINIUM,OCR,1.394776267384047,103.90447994736824,8360.85622602761,18,99 yrs lease commencing from 1996
1919,HUME AVENUE,SUMMERHILL,OCR,1.2015508382995654,103.92329330011188,13391.822119064145,21,Freehold
1920,UPPER CHANGI ROAD EAST,SUNHAVEN,OCR,1.3990924899033437,103.91146154174287,10072.644082887027,16,Freehold
1921,MARINE PARADE ROAD,LAGOON VIEW,OCR,1.3708006157836694,103.87427511578494,9897.754100382288,15,99 yrs lease commencing from 1977
1922,TOH YI DRIVE,TOH YI COURT,RCR,1.2077389591120626,103.89994260811393,10037.65030876562,21,Freehold
1923,CEYLON LANE,IVORY,RCR,1.3370219840332085,103.87495550373738,11652.921332682427,15,Freehold
1924,POH HUAT ROAD,FONTAINE PARRY,OCR,1.3164042030956071,103.93005216670687,11872.503937238333,19,999 yrs lease commencing from 1877
1925,ST. PATRICK'S ROAD,GRAND DUCHESS AT ST PATRICK'S,OCR,1.352772670319606,103.87097374217879,16765.6065626047,15,Freehold
1926,LOYANG BESAR CLOSE,COASTAL BREEZE RESIDENCES,OCR,1.394201647043738,103.94163654873618,8331.188366157723,17,99 yrs lease commencing from 2008
1927,CRANE ROAD,CRANE COURT,RCR,1.3347580644351196,103.87557889497609,11212.314814814816,15,Freehold
1928,EAST COAST ROAD,MAYFAIR RESIDENCES,OCR,1.3510160107020175,103.87338133783864,16232.251390146128,15,Freehold
1929,SUNSHINE TERRACE,THE SUNSHINE,OCR,1.3083766600305022,103.90954834879093,11541.810235233263,19,Freehold
1930,BUKIT TIMAH ROAD,CASA ESPERANZA,RCR,1.219053565301126,103.89778249814086,16102.706769920356,21,Freehold
1931,TANJONG KATONG ROAD,SUITES@ KATONG,RCR,1.3321311739985258,103.87137920188452,14867.841795861827,15,Freehold
1932,EAST COAST ROAD,THE ODEON KATONG,RCR,1.3385194399244091,103.8682326271488,14421.680817029655,15,Freehold
1933,JOO CHIAT TERRACE,ASPEN LOFT,RCR,1.3413485203674964,103.87843349021628,11203.290565096893,15,Freehold
1934,LORONG HOW SUN,BARTLEY RESIDENCES,OCR,1.3169490364313317,103.90623106824908,14399.102301478797,19,99 yrs lease commencing from 2011
1935,LORONG J TELOK KURAU,J COURT,OCR,1.3439969641717902,103.87634005069792,9728.448275862069,15,Freehold
1936,UPPER EAST COAST ROAD,RESIDENTIAL APARTMENTS,OCR,1.3657729402271899,103.87653393004278,10449.3633295708,15,Freehold
1937,PUNGGOL WALK,ECOPOLITAN,OCR,1.333591714835793,103.96366959676978,11287.446860341359,19,99 yrs lease commencing from 2012
1938,LIM TUA TOW ROAD,CAMBIO SUITES,OCR,1.3129131381532257,103.91848105338201,13358.684896604133,19,Freehold
1939,IPOH LANE,38 I SUITES,RCR,1.3328913011820558,103.8752445643453,15640.229409853273,15,Freehold
1940,PASIR RIS STREET 72,WHITEWATER,OCR,1.3724732293673525,103.94361833019727,7774.781170169832,18,99 yrs lease commencing from 2002
1941,MEYER PLACE,ONE MEYER,RCR,1.3226830966165712,103.86187770666989,28118.798513361897,15,Freehold
1942,YIO CHU KANG ROAD,PARKWOOD RESIDENCES,OCR,1.3122779773900943,103.92972470850023,15168.496347623608,19,99 yrs lease commencing from 2018
1943,UPPER EAST COAST ROAD,EASTERN LAGOON,OCR,1.3715367008727195,103.87746361934269,13592.885669235775,15,Freehold
1944,BUKIT TIMAH ROAD,FLORIDIAN,RCR,1.2211407139263681,103.89664602192914,19156.94103161339,21,Freehold
1945,SERANGOON AVENUE 3,THE SUNNYDALE,OCR,1.3039216760489811,103.91190048415525,10073.68057291917,19,99 yrs lease commencing from 1997
1946,UPPER CHANGI ROAD EAST,CHANGI COURT,OCR,1.3995020693916616,103.90627091564059,11072.554202202333,16,Freehold
1947,LORONG N TELOK KURAU,THE LUCENT,OCR,1.3528359828506438,103.87470091001069,13026.296486007683,15,Freehold
1948,EDEN GROVE,8 EDEN GROVE,OCR,1.3087469583080753,103.90811083043245,11950.8547008547,19,Freehold
1949,JALAN LOYANG BESAR,LIGHTHOUSE,OCR,1.3962479769787646,103.94165523390993,7453.5422346547375,17,99 yrs lease commencing from 1993
1950,UPPER SERANGOON ROAD,SUITES @ KOVAN,OCR,1.3233563072717753,103.9253266580379,14079.04583801976,19,Freehold
1951,KOVAN ROAD,KOVAN CREST,OCR,1.3179651729816362,103.92148801076739,10382.72734836509,19,Freehold
1952,CEYLON LANE,PRESIDIO,RCR,1.3362494572065535,103.8743322774778,13666.666666666666,15,Freehold
1953,YIO CHU KANG ROAD,HUNDRED PALMS RESIDENCES,OCR,1.314064204997865,103.93600695300759,9147.791188158444,19,99 yrs lease commencing from 2016
1954,UPPER PAYA LEBAR ROAD,RESIDENTIAL APARTMENTS,RCR,1.321543025890858,103.90347669011886,9569.89247311828,19,999 yrs lease commencing from 1982
1955,JOO CHIAT TERRACE,RESIDENTIAL APARTMENTS,RCR,1.340428231595765,103.87802945336927,4549.54954954955,15,Freehold
1956,BROOKVALE WALK,BROOKVALE PARK,OCR,1.2046106367993323,103.89346559337204,13857.565114108766,21,999 yrs lease commencing from 1885
1957,JALAN LABU AYER,RESIDENTIAL APARTMENTS,OCR,1.3108156705010718,103.90728504051322,9420.289855072464,19,Freehold
1958,TAMPINES ROAD,TRILIVE,OCR,1.3282195869123912,103.92500687273053,17151.293590351772,19,Freehold
1959,JALAN TUA KONG,PARK EAST,OCR,1.3613745290119788,103.88188990692299,13548.327937068727,15,Freehold
1960,BISHAN STREET 15,SKY HABITAT,RCR,1.2883396517879164,103.91527852746181,15877.125863562365,20,99 yrs lease commencing from 2011
1961,JALAN LOYANG BESAR,LOYANG GARDENS,OCR,1.3939812198147914,103.94172832587232,8020.784009145219,17,999 yrs lease commencing from 1885
1962,UPPER SERANGOON ROAD,STARS OF KOVAN,OCR,1.3239877105656714,103.92483692432585,16037.265730793197,19,99 yrs lease commencing from 2015
1963,JOO CHIAT PLACE,EASTERN RESIDENCE,OCR,1.3442898481812862,103.87847831473024,11816.51376146789,15,Freehold
1964,RIFLE RANGE ROAD,MAYFAIR GARDENS,RCR,1.2179797225381854,103.90157201258283,20906.712680897333,21,99 yrs lease commencing from 2018
1965,SERANGOON AVENUE 3,AMARANDA GARDENS,OCR,1.3028353111756152,103.91298720562945,15286.411224188205,19,Freehold
1966,UPPER PAYA LEBAR ROAD,SUITES @ PAYA LEBAR,OCR,1.31645666454277,103.91369613171966,14779.121648111912,19,Freehold
1967,JOO CHIAT PLACE,EVERITT EDGE,RCR,1.338382730603894,103.87729906902948,14066.10294117647,15,Freehold
1968,LORONG L TELOK KURAU,LAVERNE'S LOFT,OCR,1.3469529381532597,103.87482396457602,14781.488376732894,15,Freehold
1969,HOUGANG AVENUE 2,THE FLORENCE RESIDENCES,OCR,1.322591766796188,103.9302482755049,16521.320494630847,19,99 yrs lease commencing from 2018
1970,LORONG K TELOK KURAU,SAPPHIRE COURT,OCR,1.3479300179135634,103.87617077417478,8116.883116883117,15,Freehold
1971,JOO CHIAT PLACE,JOO CHIAT MANSIONS,RCR,1.3410013315290554,103.87767968870885,12033.074534161491,15,Freehold
1972,KOON SENG ROAD,KOON SENG COURT,RCR,1.3423125985266697,103.87649399390423,13550.64909734719,15,Freehold
1973,MARGATE ROAD,RIVAGE,RCR,1.3252618357238335,103.86322353010107,13921.699362397272,15,Freehold
1974,LORONG H TELOK KURAU,THE AMBRA,OCR,1.349276143061135,103.88059547069608,12069.248670822219,15,Freehold
1975,MARSHALL ROAD,ISUITES @ MARSHALL,RCR,1.33735851707413,103.87064595071072,15994.81895245695,15,Freehold
1976,JOO CHIAT LANE,JC RESIDENCE,RCR,1.3371932933122699,103.87619428452345,12374.368773744696,15,Freehold
1977,MARINE PARADE,MARINE MEADOWS,RCR,1.3431803287148079,103.868600365186,13901.273885350318,15,Freehold
1978,GREEN LANE,ONE K GREENLANE,RCR,1.3300084231955205,103.87455065505137,11799.47041843214,15,Freehold
1979,HAIG AVENUE,SCK VILLE,RCR,1.335966775148275,103.87095787695246,10742.062284439035,15,Freehold
1980,NALLUR ROAD,HUA XIN COURT,OCR,1.369909097027807,103.875073288746,12021.857923497268,15,Freehold
1981,YUK TONG AVENUE,CHUN TIN COURT,RCR,1.2102679616732759,103.90565247655663,13333.333333333334,21,Freehold
1982,JALAN TUA KONG,CRESCENDO PARK,OCR,1.3631368125113468,103.87693093138165,12909.1797634716,15,Freehold
1983,YIO CHU KANG ROAD,RESIDENCES BOTANIQUE,OCR,1.3127118481744209,103.92063016981581,12946.554016261673,19,Freehold
1984,PULASAN ROAD,GALLERY 8,RCR,1.3426832441904624,103.87505826534813,12279.039127792497,15,Freehold
1985,PALM ROAD,EAST PALM,OCR,1.3682383790288861,103.87700747243409,12982.998482998482,15,Freehold
1986,JALAN BINGKA,RESIDENTIAL APARTMENTS,RCR,1.215584915848086,103.90411134744794,4823.529411764706,21,99 yrs lease commencing from 1952
1987,ANCHORVALE LANE,RIVERCOVE RESIDENCES,OCR,1.3201415222379902,103.9565419320291,10546.893957738243,19,99 yrs lease commencing from 2016
1988,PALM ROAD,FORTUNE SPRING,OCR,1.368182984211798,103.87622969834527,12215.0,15,Freehold
1989,JALAN TENGGIRI,D'SAVILLE,OCR,1.3509790778312947,103.87066619675969,11112.836794434204,15,Freehold
1990,SIMEI STREET 4,DOUBLE BAY RESIDENCES,OCR,1.3932102109883333,103.90407557276741,11368.02298463142,18,99 yrs lease commencing from 2008
1991,STILL ROAD,BOON COURT,RCR,1.342034160157404,103.87929084655903,9687.35459393679,15,Freehold
1992,ANGKLONG LANE,FABER GARDEN CONDOMINIUM,RCR,1.2664846471695153,103.92648835616322,13604.652526524464,20,Freehold
1993,MARINE PARADE ROAD,TAIPAN GRAND,OCR,1.3703336363418175,103.87508399716756,12315.887309396869,15,Freehold
1994,LORONG L TELOK KURAU,LE CONNEY PARK,OCR,1.3489134365723745,103.87591409267158,11351.396861718347,15,Freehold
1995,JALAN TUA KONG,GEMINI APARTMENTS,OCR,1.3616606879011173,103.88076920513598,10864.406779661018,15,Freehold
1996,ROSE LANE,TAIPAN JADE,RCR,1.3305905311917336,103.87357891569035,12094.892176535779,15,Freehold
1997,LANGSAT ROAD,STILL 123,RCR,1.3418640603288683,103.87958412268631,11419.586702605571,15,Freehold
1998,EDGEDALE PLAINS,RIVER ISLES,OCR,1.350409671618036,103.96005034526695,10489.440580990426,19,99 yrs lease commencing from 2012
1999,BUANGKOK GREEN,HOUGANG GREEN,OCR,1.3240153419886105,103.94303645463674,7903.970903210247,19,99 yrs lease commencing from 1994
2000,YIO CHU KANG ROAD,TOHO GREEN,OCR,1.3122779773900943,103.92972470850023,8917.1974522293,19,99 yrs lease commencing from 1978
2001,PASIR RIS GROVE,NV RESIDENCES,OCR,1.3803191574569587,103.93495678821776,9920.119113155883,18,99 yrs lease commencing from 2008
2002,BUKIT TIMAH ROAD,THE STERLING,RCR,1.217685135795578,103.89861712127424,17053.848984599954,21,Freehold
2003,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,OCR,1.3838877191302132,103.89145494605765,12792.672499445785,16,99 yrs lease commencing from 2008
2004,BEDOK RISE,THE GLADES,OCR,1.384689092043925,103.89053687960178,15634.837327322572,16,99 yrs lease commencing from 2013
2005,UPPER CHANGI ROAD EAST,CHANGI GREEN,OCR,1.4003163351770425,103.90826766266069,11089.989217804849,16,Freehold
2006,BEDOK NORTH DRIVE,BEDOK RESIDENCES,OCR,1.3655826904368276,103.8877611017711,15571.517057726713,16,99 yrs lease commencing from 2011
2007,LORONG 108 CHANGI,STILLZ RESIDENCE,RCR,1.3415890990241401,103.87979970597512,12023.134936342483,15,Freehold
2008,EAST COAST TERRACE,AXIS @ SIGLAP,OCR,1.360589072593051,103.8754157879736,12251.501825251062,15,Freehold
2009,JOO CHIAT PLACE,SUNSHINE MANSIONS,OCR,1.344450960074087,103.8784224325145,12674.041906313956,15,Freehold
2010,TANJONG KATONG ROAD,BENG TONG MANSION,RCR,1.3318258270718535,103.87183982900844,21626.016260162603,15,Freehold
2011,SUNBIRD ROAD,SUNBIRD VIEW,OCR,1.393207970254803,103.90274577693854,9156.976744186046,16,Freehold
2012,LORONG GAMBIR,LE GAMBIR,OCR,1.3117889298709318,103.90855854492929,10897.435897435898,19,Freehold
2013,PULASAN ROAD,ROYALE MANSIONS,RCR,1.3430266579684378,103.87577887226787,11166.482535082841,15,Freehold
2014,MANGIS ROAD,LA MARIPOSA,RCR,1.3413099257495251,103.87625297249389,18588.71370967742,15,Freehold
2015,JOO CHIAT PLACE,PARC BLEU,OCR,1.3444796778657937,103.87760845634757,13523.702126292274,15,Freehold
2016,HOUGANG AVENUE 7,THE FLORIDA,OCR,1.3371919073387752,103.93728787431877,7620.328624664477,19,99 yrs lease commencing from 1997
2017,TAMPINES CENTRAL 7,THE TAMPINES TRILLIANT,OCR,1.376791078575115,103.92249988689312,11431.245882106994,18,99 yrs lease commencing from 2011
2018,EASTWOOD ROAD,LAGUNA 88,OCR,1.3955604230371073,103.88525273974702,9346.480328439995,16,99 yrs lease commencing from 1995
2019,TAMPINES ROAD,KOVAN GRANDEUR,OCR,1.328540059394647,103.92398151915516,13350.275999678797,19,99 yrs lease commencing from 2010
2020,BISHAN STREET 21,BISHAN 8,RCR,1.2833027795499712,103.912782949294,12542.237513252603,20,99 yrs lease commencing from 1996
2021,UPPER SERANGOON VIEW,BOATHOUSE RESIDENCES,OCR,1.3390478681126363,103.93915056287393,11146.475597416063,19,99 yrs lease commencing from 2011
2022,TEMBELING ROAD,RESIDENTIAL APARTMENTS,RCR,1.3401969765080086,103.87328204608828,23215.32211259431,15,Freehold
2023,JOO CHIAT ROAD,RESIDENTIAL APARTMENTS,RCR,1.3413038058917144,103.87030237564738,10704.571546031551,15,Freehold
2024,UPPER BUKIT TIMAH ROAD,BEAUTY WORLD PLAZA,RCR,1.212112116470149,103.90514272910418,14228.693181818182,21,999 yrs lease commencing from 1884
2025,LORONG AH SOO,URBAN RESIDENCES,OCR,1.3165588536096149,103.91407357011458,13889.16226881567,19,Freehold
2026,LORONG G TELOK KURAU,THE MEDLEY,OCR,1.3479184911779636,103.88050747771825,11947.13992431133,15,Freehold
2027,SIMEI RISE,CHANGI RISE CONDOMINIUM,OCR,1.3975614368179416,103.91192939814596,8339.356054493177,18,99 yrs lease commencing from 2000
2028,JOO CHIAT TERRACE,CELESTIA,RCR,1.34105195867938,103.8782058720344,11677.603131588485,15,Freehold
2029,CHAPEL ROAD,THE ADARA,RCR,1.3444318793677419,103.87002277560676,13601.077792068112,15,Freehold
2030,EAST COAST ROAD,448@EAST COAST,OCR,1.3501457258798082,103.87239500384159,14651.339661080065,15,Freehold
2031,FORT ROAD,FORT GARDENS,RCR,1.3213870768677072,103.86277028249314,14641.197756535674,15,Freehold
2032,ST. PATRICK'S ROAD,TIERRA VUE,OCR,1.3504147239399829,103.87046926213748,16243.371301494706,15,Freehold
2033,AMBER ROAD,NYON,RCR,1.3350920256344017,103.8634362704423,24525.239171186146,15,Freehold
2034,KOON SENG ROAD,CASA FELIZ,RCR,1.3410131264060572,103.87563981333031,9554.455445544554,15,Freehold
2035,WOO MON CHEW ROAD,POH HENG COURT,OCR,1.3659184108999434,103.87729186145513,12848.101265822785,15,Freehold
2036,KOVAN ROAD,THE BENTLY RESIDENCES@KOVAN,OCR,1.316602707830654,103.92134714862296,14844.545175325226,19,Freehold
2037,ONAN ROAD,ONAN SUITES,RCR,1.3366700757132584,103.87537789703951,12555.81854270807,15,Freehold
2038,RIVERVALE LINK,THE RIVERVALE,OCR,1.3344793832926094,103.9441103501895,7691.418132958303,19,99 yrs lease commencing from 1997
2039,JALAN HAJIJAH,THE TAIPAN,OCR,1.371762448276659,103.87585700409467,11453.415689062685,16,Freehold
2040,COMPASSVALE BOW,ESPARINA RESIDENCES,OCR,1.327923274172404,103.94499316116178,11817.877221114664,19,99 yrs lease commencing from 2010
2041,MOUNTBATTEN ROAD,MOUNTBATTEN SUITES,RCR,1.336559951743586,103.86686667491783,13085.263487182663,15,Freehold
2042,PASIR RIS GROVE,THE PALETTE,OCR,1.3806150090076905,103.93331535160975,11251.465509193806,18,99 yrs lease commencing from 2010
2043,UPPER SERANGOON ROAD,THE OLD HOUSE,OCR,1.3239525685688294,103.92591820863697,10588.235294117647,19,Freehold
2044,UPPER EAST COAST ROAD,EAST COAST RESIDENCES,OCR,1.3765977583154188,103.87770580412818,13665.284053140802,16,Freehold
2045,ROSE LANE,ROSE VILLE,RCR,1.3303923783416758,103.87404561015715,11827.346041055718,15,Freehold
2046,EAST COAST ROAD,UNITED MANSION,OCR,1.3579282480122405,103.8746517184466,12908.24294351776,15,Freehold
2047,HOUGANG STREET 32,PARC VERA,OCR,1.3318902106323018,103.92698414213753,10811.84236683336,19,99 yrs lease commencing from 2010
2048,UPPER SERANGOON ROAD,SPAZIO @ KOVAN,OCR,1.314796235549349,103.91797324063958,13253.81802341281,19,Freehold
2049,CEYLON ROAD,CEYLON CREST,RCR,1.3395329776825369,103.8699093634966,12113.760308592711,15,Freehold
2050,LORONG K TELOK KURAU,CASTLE LOFT,OCR,1.3513741131144377,103.8775838949111,11256.329272572317,15,Freehold
2051,ANG MO KIO AVENUE 8,CENTRO RESIDENCES,OCR,1.2846588115503388,103.93347668643428,15534.444421902137,20,99 yrs lease commencing from 2007
2052,TEMBELING ROAD,VITRA,RCR,1.3397972377484302,103.8731204409505,12029.663147310208,15,Freehold
2053,LORONG N TELOK KURAU,BERKELEY RESIDENCES,OCR,1.3459267295910116,103.87318438787486,15995.238254916896,15,Freehold
2054,TELOK KURAU ROAD,CADENCE LIGHT,OCR,1.3476949310209643,103.87599905739786,11927.039821776663,15,Freehold
2055,JALAN JURONG KECHIL,TERRENE AT BUKIT TIMAH,RCR,1.2062474757695274,103.90508499724865,14956.964923895792,21,999 yrs lease commencing from 1885
2056,TELOK KURAU ROAD,PRESTIGE LOFT,OCR,1.3480760367587046,103.8739404198373,13744.522804966611,15,Freehold
2057,CHIKU ROAD,CASA AROMA,RCR,1.3428943927491748,103.87737677908636,11272.984087251922,15,Freehold
2058,HUME AVENUE,HUME PARK II,OCR,1.2034622279382425,103.91882505147042,12165.851769484829,21,Freehold
2059,JALAN HAJI SALAM,RESIDENTIAL APARTMENTS,OCR,1.3900350826064445,103.8830747390201,8529.020824102792,16,Freehold
2060,HAIG ROAD,THE PROMINENCE,RCR,1.3340938012347292,103.87405568964529,10988.246418692614,15,Freehold
2061,LORONG J TELOK KURAU,JERSEY LODGE,OCR,1.3516625406684601,103.87795441222289,12437.193501945949,15,Freehold
2062,BEDOK RESERVOIR ROAD,WATERFRONT WAVES,OCR,1.3670775057160256,103.90039206861042,11830.783535040928,16,99 yrs lease commencing from 2007
2063,LORONG M TELOK KURAU,GARDEN PARK RESIDENCES,OCR,1.3467372469554213,103.87434957952986,14589.122660174344,15,Freehold
2064,HOUGANG AVENUE 7,EVERGREEN PARK,OCR,1.3361831736811614,103.9327140117099,7765.721114040462,19,99 yrs lease commencing from 1995
2065,FLORA ROAD,AZALEA PARK CONDOMINIUM,OCR,1.4003109402233689,103.92349343950123,8915.379519987284,17,999 yrs lease commencing from 1885
2066,MOUNTBATTEN ROAD,MOUNTBATTEN REGENCY,RCR,1.3344638417281618,103.86630236525285,12287.112276103102,15,Freehold
2067,LORONG M TELOK KURAU,MABELLE,OCR,1.34618359893351,103.87414835173813,12817.231278842217,15,Freehold
2068,TANAH MERAH KECHIL AVENUE,CASA MERAH,OCR,1.3824438477538517,103.8919734661172,11829.617284733713,16,99 yrs lease commencing from 2006
2069,RICHARDS AVENUE,21 RICHARDS,OCR,1.31788416548328,103.92510915388914,13807.518416861983,19,Freehold
2070,ST. PATRICK'S ROAD,SEVENTY SAINT PATRICK'S,OCR,1.352408643183721,103.87088722501156,19320.99622334101,15,Freehold
2071,PASIR RIS GROVE,COCO PALMS,OCR,1.3833692282982735,103.93469257264407,12807.3439353525,18,99 yrs lease commencing from 2008
2072,SIN MING WALK,THE GARDENS AT BISHAN,RCR,1.2668457447608032,103.9281793663608,11920.639607591902,20,99 yrs lease commencing from 1997
2073,TAMPINES STREET 86,THE ALPS RESIDENCES,OCR,1.3665135072417918,103.91791252368812,11910.674888215362,18,99 yrs lease commencing from 2015
2074,SAMPAN PLACE,RIVEREDGE,RCR,1.3184231747684652,103.86452541091407,14893.253345292489,15,99 yrs lease commencing from 2004
2075,ANG MO KIO AVENUE 9,FAR HORIZON GARDENS,OCR,1.2754178448540034,103.94630702581367,8269.233086593043,20,99 yrs lease commencing from 1982
2076,EAST COAST ROAD,POSHGROVE EAST,OCR,1.3464262244516096,103.87277986521354,14623.60131364516,15,Freehold
2077,ANG MO KIO AVENUE 1,KINGSGROVE,OCR,1.2951578774770587,103.91890058368547,10248.87022682824,20,Freehold
2078,GAMBIR WALK,GAMBIR RIDGE,OCR,1.3123113670516728,103.90789607268243,14640.771356011543,19,Freehold
2079,AMBER ROAD,11 AMBER ROAD,RCR,1.336022225565909,103.86268671014307,14859.022960808108,15,Freehold
2080,UPPER EAST COAST ROAD,GOODWILL COURT,OCR,1.3643559344683174,103.87690438481704,9706.18332919871,15,Freehold
2081,HAIG ROAD,HAIG APARTMENTS,RCR,1.3361881949303362,103.86976476341917,9792.305515794787,15,Freehold
2082,LORONG ONG LYE,ROSALIA PARK,OCR,1.3151265222902433,103.91248978687958,9984.626679729694,19,Freehold
2083,AH SOO GARDEN,AFFLUENCE COURT,OCR,1.3195595363940684,103.91345370936577,9638.043205722055,19,Freehold
2084,MEYER PLACE,MEYER MELODIA,RCR,1.3231301237629798,103.8617887445035,21285.469031812776,15,Freehold
2085,BARTLEY ROAD,THE QUINN,OCR,1.3096576566534794,103.90734353939025,14860.313626764162,19,Freehold
2086,ROBEY CRESCENT,ONEROBEY,OCR,1.3183834733725928,103.93011165876653,15743.589743589742,19,999 yrs lease commencing from 1875
2087,MARSHALL ROAD,MARSHALL LODGE,RCR,1.3377595785841896,103.86993099301456,11367.272727272728,15,Freehold
2088,JALAN BINGKA,MAYFAIR PARK,RCR,1.215485694569849,103.90403895579016,4500.178314188754,21,99 yrs lease commencing from 1952
2089,MARINE PARADE ROAD,MARINE BLUE,RCR,1.3415175663145813,103.86765647640229,18007.699636773566,15,Freehold
2090,LORONG K TELOK KURAU,SILAHIS APARTMENTS,OCR,1.3509615764606588,103.87743070705622,10605.131016676232,15,Freehold
2091,LORONG J TELOK KURAU,SERENITY BREEZE,OCR,1.348891140243293,103.87714183596256,12532.818100358423,15,Freehold
2092,MARINE PARADE,MARINE VIEW MANSIONS,RCR,1.342110251558709,103.86738363890208,16597.9381443299,15,Freehold
2093,JALAN JURONG KECHIL,CHARISMA VIEW,RCR,1.2041519431560836,103.90774098883475,11491.719235451546,21,Freehold
2094,TANJONG RHU ROAD,SANCTUARY GREEN,RCR,1.307828931693331,103.86039641916187,13008.612771057704,15,99 yrs lease commencing from 1997
2095,JALAN PELIKAT,PRIMO RESIDENCES,OCR,1.3251563708353389,103.91911803303478,12821.40589775917,19,Freehold
2096,LORONG N TELOK KURAU,THE AMBROSIA,OCR,1.3536322066248871,103.87387965915526,12990.455648222001,15,Freehold
2097,UPPER EAST COAST ROAD,BAGNALL COURT,OCR,1.3916925669018718,103.883970406409,8191.9969218930355,16,Freehold
2098,RIVERVALE CRESCENT,RIVERVALE CREST,OCR,1.3408859469540462,103.95478975654561,7808.314853778452,19,99 yrs lease commencing from 1997
2099,PULASAN ROAD,ONE @ PULASAN,RCR,1.3427366340247584,103.8759767904968,11917.395255258823,15,Freehold
2100,AMBER GARDENS,AMBER PARK (DEMOLISHED),RCR,1.335813272368875,103.86400214234783,26730.54245283019,15,Freehold
2101,LORONG H TELOK KURAU,FIRST POINT SUITES,OCR,1.3468638429666753,103.8799889919843,12152.779757043296,15,Freehold
2102,IPOH LANE,BELLA CASITA,RCR,1.331359549926085,103.87539267602202,15145.397034562857,15,Freehold
2103,EAST COAST ROAD,EAST GROVE,OCR,1.3498715799006653,103.87245602868175,11277.990318754415,15,Freehold
2104,BEDOK RESERVOIR ROAD,WATERFRONT ISLE,OCR,1.3646079608952626,103.90090788760727,12863.691330749962,16,99 yrs lease commencing from 2009
2105,FIRST STREET,SIGLAP V,OCR,1.360551031895477,103.8763924646754,14198.091692021902,15,Freehold
2106,MARGATE ROAD,MARGATE POINT,RCR,1.3252773027537352,103.86346455137912,13949.579831932773,15,Freehold
2107,JOO CHIAT PLACE,JC COURT,RCR,1.3409959791337671,103.87728137436378,10593.22033898305,15,Freehold
2108,KOON SENG ROAD,OVADA 8,RCR,1.3426820168810234,103.87676608491705,10656.97145822522,15,Freehold
2109,PARI DEDAP WALK,TANAMERA CREST,OCR,1.3793059038484234,103.89631408602175,8979.380098506876,16,99 yrs lease commencing from 2000
2110,LORONG G TELOK KURAU,THE SUNNIFLORA,OCR,1.3464379903937502,103.88028238225209,11531.291778435765,15,Freehold
2111,LORONG K TELOK KURAU,THE CRISTALLO,OCR,1.3481919888472298,103.87620885792848,13252.818741945017,15,Freehold
2112,TEMBELING ROAD,TEMBELING CENTRE,RCR,1.3420045218584367,103.87009765764556,11032.380540807506,15,Freehold
2113,LORONG PUNTONG,COUNTRY GRANDEUR,RCR,1.2674854870132228,103.92379579550573,13074.004975124379,20,Freehold
2114,UPPER SERANGOON ROAD,GRAND REGALIA,OCR,1.3175744389974609,103.9203319797466,8969.669241864418,19,Freehold
2115,JOO CHIAT TERRACE,THE MINT RESIDENCES,RCR,1.3415929753803635,103.87820708182575,11271.444201338832,15,Freehold
2116,JANSEN ROAD,RESIDENTIAL APARTMENTS,OCR,1.3124274734051338,103.92464387137463,8894.478844169247,19,999 yrs lease commencing from 1876
2117,JOO CHIAT PLACE,RESIDENTIAL APARTMENTS,RCR,1.3419576441410213,103.87787834739902,11256.902665985357,15,Freehold
