,Unnamed: 0,school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,lat,long,isLatLongAvailable,google_place_id,num_ratings,avg_rating,W,weighted_rating
40,89,EAST SPRING SECONDARY SCHOOL,http://www.eastspringsec.moe.edu.sg,30   TAMPINES STREET 34,529231,65873805,na,65873804,na,esss@moe.edu.sg,"TAMPINES MRT, TAMPINES EAST MRT","3, 4, 9, 12, 17, 18, 19, 21, 28, 29, 34, 37, 39, 59, 81, 291, 518",MISS HO SUSIE,MR ANG JOHNNY,MR TAN SHIN EIK,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.35622508992581,103.960640700298,True,ChIJaY1pfwI92jERK2wpVmpLsjc,33,3.7,0.005800667955703991,4.011322272589054
41,91,EDGEFIELD SECONDARY SCHOOL,http://www.edgefieldsec.moe.edu.sg,36   PUNGGOL FIELD,828814,68839511,na,63153120,na,edgefield_ss@moe.edu.sg,PUNGGOL MRT,"3, 34, 62, 82, 83, 119, 136, 381, 382G",MR LEE PECK PING,MDM LIM PUAY KHENG,MR BENSON TEO HONG GUAN,,,,,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.40059309981824,103.902687385465,True,ChIJEb04DAgW2jERGOop2T9zzXo,58,4.0,0.010195113376691862,4.013004735736657
42,97,EVERGREEN SECONDARY SCHOOL,http://www.evergreensec.moe.edu.sg,11   WOODLANDS STREET 83,738489,63656392,na,63658083,na,EVERGREEN_SS@MOE.EDU.SG,WOODLANDS MRT,911,MR TOH KIM YONG VINCENT,MR CHUA TUNG KIAN,MR LAK YAU HUI,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.44149131273737,103.794137756171,True,ChIJGbQrNwoT2jERpjakLuCFZdE,55,3.7,0.009667779926173316,4.010111330227499
43,99,FAIRFIELD METHODIST SCHOOL (SECONDARY),http://www.fairfieldmethodistsec.moe.edu.sg,102  DOVER ROAD,139649,67788702,na,67797482,na,FMSS@MOE.EDU.SG,"BUONA VISTA MRT, ONE-NORTH MRT","33, 74, 166, 196",MS CHEN LI YING AUDREY,MR LIM SIN HENG,MR LIM YONG CHAI ALAN,,,,,QUEENSTOWN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,1.30183742154919,103.784340509094,True,ChIJjw7yEFsa2jERufHDVg2XpLg,35,3.7,0.00615222358938302,4.011212186919821
44,100,FAJAR SECONDARY SCHOOL,http://www.fajarsec.moe.edu.sg,31   GANGSA ROAD,678972,67691491,na,67633025,na,FAJAR_SS@MOE.EDU.SG,"BUKIT PANJANG MRT, BUKIT PANJANG LRT, PETIR LRT","67, 75, 75A, 170, 171, 176, 177, 178, 180, 180A, 920, 922, 960, 961, 963, 963E, 963R, 970, 972, 972A, 973, 973A, 975, 976, 979",MISS HO SOOK FUN DORIS,MS CHOO WAN XIAN,MR NGOH SING KIEN ARTHUR,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.375600053443,103.763998914082,True,ChIJu-q0UakR2jER8lWWCgRXvQ8,20,3.5,0.003515556336790297,4.011334718171706
45,108,FUCHUN SECONDARY SCHOOL,http://www.fuchunsec.moe.edu.sg,21   WOODLANDS AVENUE 1,739062,63681984,na,63670180,na,fcss@moe.edu.sg,"MARSILING MRT, WOODLANDS MRT","187, 856, 912, 913M, 925, 925M, 926, 950, 960, 960E, 961, 961M, 963, 963E, 963R, 966, 912B, 912M",MDM ONG BEE LIAN DORIS,"MR SIM KOK HIAN, KENNETH",MR KWAN YEW MENG,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.43070452883799,103.777625748539,True,ChIJuUInd60T2jERzGq4edNYpjk,34,4.0,0.005976445772543505,4.013060163486201
46,110,FUHUA SECONDARY SCHOOL,http://www.fuhuasec.moe.edu.sg,5    JURONG WEST STREET 41,649410,65633067,na,65634379,na,FHSS@MOE.EDU.SG,"CHINESE GARDEN MRT, LAKESIDE MRT","49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502, 657",MISS FOONG LAI LEONG,MR SIM HOW CHONG,MRS SHAIMA ANSHAD,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.34701408913756,103.72652089832,True,ChIJxa1CuN8P2jERCCOAUor-UGU,40,4.1,0.007031112673580594,4.0137494178161734
47,112,GAN ENG SENG SCHOOL,http://www.ganengsengsch.moe.edu.sg,1    HENDERSON ROAD,159561,64745594,na,64732479,na,GESS@MOE.EDU.SG,"REDHILL MRT, TIONG BAHRU MRT","14, 16, 32, 33, 51, 63, 64, 120, 122, 145, 139, 186, 851, 970",MISS TAN HWEE PIN,MR CHUNG KWOK LEONG DANIEL,MDM SARAWATHY D/O VARADARAJU,,,,,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.28907114458398,103.823733672546,True,ChIJJwIPJIAZ2jERQ29Xz4cafqY,45,3.6,0.007910001757778168,4.0098707583978825
48,114,GEYLANG METHODIST SCHOOL (SECONDARY),http://www.geylangmethodistsec.moe.edu.sg,2    GEYLANG EAST CENTRAL,389705,67466503,na,67477317,na,gmss@moe.edu.sg,ALJUNIED MRT,"40, 62, 63, 80, 100, 125, 134, 155, 158",MR WEE TAT CHUEN,MDM LOY WEE MENG,MR LEW KING LUN JULIAN,,,,,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.31764900474601,103.882661129303,True,ChIJbXmi2CQY2jERm-1d2r19ddw,25,3.3,0.004394445420987872,4.010004837097588
49,117,GREENDALE SECONDARY SCHOOL,http://www.greendalesec.moe.edu.sg,51   EDGEDALE PLAINS,828866,63158616,na,63158420,na,greendale_ss@moe.edu.sg,"PUNGGOL MRT, MERIDIAN LRT","3, 62, 83, 85, 136, 386",MISS NG AMY,MR LOH CHIH HUI,MRS ANNE CHAN,,,,,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.39696019936894,103.91170014084,True,ChIJ-0XSoQEW2jERXhyZD5J4UtA,56,4.6,0.009843557743012831,4.018915489361594
50,119,GREENRIDGE SECONDARY SCHOOL,http://www.greenridgesec.moe.edu.sg,32   BUKIT PANJANG RING ROAD,679938,67601052,na,67628334,na,gss@moe.edu.sg,BANGKIT LRT,"722, 920, 922, 971, 972, 972M, 976",MDM KOH HOON CHOO JESSIE,MRS FIRDOUSE-DALINA ABDULLAH,,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.38186433722811,103.773828466913,True,ChIJS4GFPqAR2jERQGJOjeXgYz8,31,3.6,0.00544911232202496,4.010887447026084
51,122,GUANGYANG SECONDARY SCHOOL,http://guangyangsec.moe.edu.sg,8    BISHAN STREET 12,579807,62589781,na,63543108,na,gyss@moe.edu.sg,BISHAN MRT,"13, 56, 57, 59, 71, 88, 93, 157, 163, 410",MR LIM HOCK CHUAN ALVIN,MR KOH LIP KANG,,,,,,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.34440856042912,103.850208933626,True,ChIJO1uoUWsX2jER0LhkV6JzpLg,41,3.5,0.007206890490420109,4.00944055181404
52,123,HAI SING CATHOLIC SCHOOL,http://www.haisingcatholic.moe.edu.sg,9    PASIR RIS DRIVE 6,519421,65827864,na,65822543,na,HSHS@MOE.EDU.SG,PASIR RIS MRT,"3, 5, 6, 12, 17, 21, 89, 354, 358",MR ANG TECK SIANG DANIEL,MRS TEO-TAY CHAI HONG,MISS SHEREEN WONG MINGRUI,,,,,PASIR RIS,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.37434641160381,103.954957944437,True,ChIJV7vmjrE92jERwZ9jDTET-sI,50,4.2,0.008788890841975743,4.014780989821567
53,126,HILLGROVE SECONDARY SCHOOL,http://www.hillgrovesec.moe.edu.sg,10   BUKIT BATOK STREET 52,659250,65603726,na,65630920,na,HILLGROVE_SS@MOE.EDU.SG,"BUKIT BATOK MRT, BUKIT GOMBAK MRT","176, 985, 945",MDM ONG HUI MIIN ANGELINE,MR MALVIN CHAN HUAN JIAN,MR SNG CHIN SENG,,,,,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.35273576615912,103.752986488399,True,ChIJlbQ2dkcQ2jERaimN_f_UsEc,45,3.5,0.007910001757778168,4.009079758222105
54,127,HOLY INNOCENTS' HIGH SCHOOL,http://www.holyinnocentshigh.moe.edu.sg,1191 UPPER SERANGOON ROAD,534786,62833381,na,62831737,na,HIHS@MOE.EDU.SG,HOUGANG MRT,"27, 72, 74, 80, 87, 89, 101, 107, 113, 116, 119, 132, 136, 147, 153, 161, 165, 324, 325",MRS REBECCA CHEW,MR NG CHENG SONG JEREMY,MR CHIA KENG HWEE,,,,,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.37154508822261,103.896398814264,True,ChIJT25XPzcW2jERBBvuNTGjVno,40,4.6,0.007031112673580594,4.017264974152964
55,132,HOUGANG SECONDARY SCHOOL,http://www.hougangsec.moe.edu.sg,2    HOUGANG STREET 93,534256,63851990,na,63852015,na,HOUGANG_SS@MOE.EDU.SG,"HOUGANG MRT, BUANGKOK MRT","43, 88, 101, 109, 156, 159, 161, 325, 329",MR ARIVAZHAGAN MANICKAM,MRS YOONG JIN ING,MDM JESMINE CHUNG KAH MIN,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.37764019332164,103.882533963338,True,ChIJy6Yng0QW2jERLtHQyvkplXo,39,3.9,0.006855334856741079,4.012363082552706
56,133,HUA YI SECONDARY SCHOOL,http://www.huayisec.moe.edu.sg,60   JURONG WEST ST 42,649371,65634568,na,65634505,na,HYSS@MOE.EDU.SG,"LAKESIDE MRT, CHINESE GARDEN MRT","49, 98, 98B, 98M, 99, 157, 185, 187, 198, 198A, 334, 335, 502",MISS GWEE SU PIN SANDRA,MDM KHOO HENG OI CATHERINE,MDM TAN KAY BIN,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.35234365488339,103.721832320169,True,ChIJLRtFv9sP2jERVafAzSd4JAs,44,4.1,0.0077342239409386535,4.0138104909846515
57,140,JUNYUAN SECONDARY SCHOOL,http://www.junyuansec.moe.edu.sg,11   TAMPINES STREET 84,528933,65873683,na,65873682,na,JUNYUAN_SS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","69, 291, 293",MR MOHAMED RAZALI B ABDUL HAMED,MR NG CHENG KEONG,,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.35361315263537,103.933886165824,True,ChIJC3-EnG092jERTDrbAJxO38U,29,3.8,0.005097556688345931,4.012052199596353
58,143,JURONG SECONDARY SCHOOL,http://www.jurongsec.moe.edu.sg,31   YUAN CHING ROAD,618652,62655980,na,62686414,na,JURONG_SS@MOE.EDU.SG,LAKESIDE MRT,"30, 49, 98, 98A, 154, 240, 246",MDM TAY SU- CHIN (ZHENG SUZHEN),MISS TAN HUI MIN DEBORAH,MDM LER SIAH WOON JULIA,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.33002032220942,103.723952961648,True,ChIJsUBgxf4P2jERpCwsWp4c_V0,33,4.2,0.005800667955703991,4.014222606566906
59,145,JURONG WEST SECONDARY SCHOOL,http://www.jurongwestsec.moe.edu.sg,61   JURONG WEST STREET 65,648348,62623593,na,62623587,na,JWSS@MOE.EDU.SG,"BOON LAY MRT, PIONEER MRT","30, 154, 157, 180, 187, 198, 242",MR MICHAEL MUHUNTHAN S/O SUBRAMANIAM,MRS ROSIE LAU @ MDM ROSIE LIM,,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.33525634688323,103.702098904443,True,ChIJibwBko0P2jERY3OuWOHJMtI,45,4.6,0.007910001757778168,4.017780760155661
60,146,JURONGVILLE SECONDARY SCHOOL,http://www.jurongvillesec.moe.edu.sg,202  JURONG EAST AVENUE 1,609790,65638704,na,65662137,na,JURONGVILLE@MOE.EDU.SG,"JURONG EAST MRT, CHINESE GARDEN MRT","98, 98M, 99, 157, 185, 187, 198, 334, 502",MR CHAN YEW WOOI,MR YONG KEK SHOONG,,,,,,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.35128862770284,103.728907710089,True,ChIJXc8jYicQ2jERFunXyoPO2M0,28,4.2,0.0049217788715064156,4.014058376197888
61,148,JUYING SECONDARY SCHOOL,http://juyingsec.moe.edu.sg,33   JURONG WEST STREET 91,649038,63089898,na,67932835,na,JUYING_SS@MOE.EDU.SG,"BOON LAY MRT, PIONEER MRT, JOO KOON MRT","99, 241",MDM SOH BENG MUI,MR NG HAN MING,,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.3387227734133,103.687310264575,True,ChIJGfW4g5wP2jERx1lgTjFmabY,35,4.0,0.00615222358938302,4.013057853996637
62,150,KENT RIDGE SECONDARY SCHOOL,http://www.kentridgesec.moe.edu.sg,147  WEST COAST ROAD,127368,67731127,na,67735119,na,KRSS@MOE.EDU.SG,"CLEMENTI MRT, HAW PAR VILLA MRT","30, 51, 143, 175, 176, 201, 282",MR KEH CHIN CHUAN BENEDICT,MR OW KWOK LEONG,,,,,,CLEMENTI,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,na,1.30122773426098,103.764889617566,True,ChIJo6oYDmEb2jERxsECpdT_e2k,15,4.7,0.002636667252592723,4.014949710864738
63,154,KRANJI SECONDARY SCHOOL,http://www.kranjisec.moe.edu.sg,61   CHOA CHU KANG STREET 51,689333,67662464,na,67662095,na,kranji_ss@moe.edu.sg,"CHUA CHU KANG MRT, YEW TEE MRT",302,MR GOH SOON HOE,MR CHRISTOPHER THOMAS,MDM ONG LAY LING,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.39005109871311,103.741190664845,True,ChIJ9TMrne8R2jER9MbWpucSlBU,23,4.1,0.004042889787308841,4.013489856850139
64,156,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,http://www.kuochuanpresbyteriansec.moe.edu.sg,10   BISHAN STREET 13,579795,62593811,na,63536535,na,kcpss@moe.edu.sg,BISHAN MRT,"54, 56, 410G, 410W",MR JUSTIN TAN,MR TAN CHE CHUEN TIMOTHY,,,,,,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.3500756234832,103.855365171957,True,ChIJHa8-ixEX2jERDjDiLfYeZQY,41,4.3,0.007206890490420109,4.015206064206377
65,159,LOYANG VIEW SECONDARY SCHOOL,http://www.loyangviewsec.moe.edu.sg,12   PASIR RIS STREET 11,519073,65821727,na,65810557,na,loyangview_ss@moe.edu.sg,PASIR RIS MRT,"12, 21, 39, 53, 81, 109, 359, 518",MR LEE HAK BOON,MISS TAN CHOR HIANG,MS SAADIAH SAADON WYLDE,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.36658417167238,103.956944585725,True,ChIJXZDQtqs92jERwzIQAUvGhGg,55,3.0,0.009667779926173316,4.003343884279177
66,161,MANJUSRI SECONDARY SCHOOL,http://www.manjusrisec.moe.edu.sg,20   UBI AVENUE 1,408940,68424558,na,67454492,na,manjusri_ss@moe.edu.sg,"UBI MRT, MACPHERSON MRT","5, 8, 15, 22, 25, 45, 51, 55, 59, 61, 63, 63M, 65, 66, 93, 94, 137, 854",MR SIM CHONG BOON,MDM HENG WEI SHAN,MISS ELEANOR CHIA SHUEN LI,,,,,GEYLANG,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,na,1.32747123084846,103.901719963831,True,ChIJGd3-kPcX2jEREyKEY8kzMaI,46,3.9,0.008085779574617683,4.012223871653967
67,164,MARSILING SECONDARY SCHOOL,http://www.marsilingsec.moe.edu.sg,12   MARSILING ROAD,739110,68941413,na,68946156,na,MARSILING_SS@MOE.EDU.SG,MARSILING MRT,"913, 911",MR GOH AIK CHOON,MR TAY KIM SENG,,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.43664424769955,103.776008090454,True,ChIJP78g0aoT2jERYyih9hGtA30,29,3.8,0.005097556688345931,4.012052199596353
68,167,MAYFLOWER SECONDARY SCHOOL,http://www.mayflowersec.moe.edu.sg,2    ANG MO KIO STREET 21,569384,64577783,na,64583284,na,MAYFLOWER_SS@MOE.EDU.SG,"ANG MO KIO MRT, MAYFLOWER MRT (Targeted to open in 2020)","71, 76, 132, 165, 166, 169, 262, 265, 268, 269",MDM LEE EET FONG,MR GOH KENG TENG GORDON,MR PRASHANT S/O JAYAPRAGAS,,,,,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.36827266209722,103.835360726863,True,ChIJMVVIBlgW2jER7aXEjzSx47A,29,4.0,0.005097556688345931,4.013071710934023
69,170,MERIDIAN SECONDARY SCHOOL,http://www.meridiansec.moe.edu.sg,31   PASIR RIS STREET 51,518901,65831387,na,65836467,na,meridian_sec@moe.edu.sg,PASIR RIS MRT,"39, 53, 81, 89, 109, 359, 403, 518",MDM TAN HWEE TSIAN HILDA,MR MOHD AZMAN B MOHD SIDEK,MRS ROSE CHEN,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.3672468492013,103.948972483629,True,ChIJ2YSOoKg92jERbqT4b9SPLe4,35,4.0,0.00615222358938302,4.013057853996637
70,172,METHODIST GIRLS' SCHOOL (SECONDARY),http://www.mgs.moe.edu.sg,11   BLACKMORE DRIVE,599986,64694800,na,64698717,na,MGSS@MOE.EDU.SG,KING ALBERT PARK MRT,"66, 67, 74, 77, 151, 154, 157, 170, 174, 852, 961, 970",MISS NG WUN HAR GRACE,MDM WEE KHENG LIN CORINNE,MDM TAN P'ENG DIANA,,,,,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,1.33294800935714,103.783393009829,True,ChIJR2icr1UW2jERRxsS7-OUXu8,0,0.0,0.0,4.013138686131388
71,175,MONTFORT SECONDARY SCHOOL,https://montfortsec.moe.edu.sg/,50   HOUGANG AVENUE 8,538785,65107070,na,63862804,na,contact@montfortsec.edu.sg,HOUGANG MRT,"74, 74e, 88, 88A, 101, 147, 147A, 161",MR LIM HOCK SEONG KELVIN,MR LEE THUAN SIM,MDM CHING LEE HOE,,,,,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.37396126564931,103.888928609198,True,ChIJW13e10cW2jERLHgvnIRAmjs,63,3.9,0.011074002460889435,4.011885788042747
72,176,NAN CHIAU HIGH SCHOOL,http://www.nchs.edu.sg,20   ANCHORVALE LINK,545079,64897971,na,64897970,na,nchs@moe.edu.sg,"SENGKANG MRT, RENJONG LRT, TONGKANG LRT","43, 83, 85, 109, 156, 159, 161, 163, 372",MISS SIAU FONG FUI,MDM CHOW NYET YOON,,,,,,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,Yes,No,No,No,Chinese,na,na,1.38879582498399,103.890004423764,True,ChIJ85po32wW2jERkrPOx6i8vPw,108,4.5,0.018984004218667604,4.022381263367776
73,178,NAN HUA HIGH SCHOOL,http://www.nanhuahigh.moe.edu.sg,41   CLEMENTI AVENUE 1,129956,67788303,na,67751956,na,nhhs@moe.edu.sg,CLEMENTI MRT,"14, 33, 52, 78, 96, 97, 105, 106, 147, 151, 154, 165, 166, 183, 185, 188, 189, 196, 197, 198, 282, 285, 963",MRS TAN JONG LEK,MDM TAN MOK JEE,MR KONG KOK HENG MELVIN,,,,,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,Yes,Yes,No,No,Chinese,na,na,1.30809501788853,103.768561208484,True,ChIJ85po32wW2jERkrPOx6i8vPw,108,4.5,0.018984004218667604,4.022381263367776
74,180,NANYANG GIRLS' HIGH SCHOOL,https://www.nygh.edu.sg,2    LINDEN DRIVE,288683,64663275,na,64667564,na,nanyanggirls@nygh.edu.sg,"SIXTH AVENUE MRT, TAN KAH KEE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MS NG CHUEN- YIN,DR LIU SHIUEH LING,MISS SEET YING LING BRITTA,MS NG MIEN MIEN AGNES,,,,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,Yes,No,Yes,Yes,Chinese,na,na,1.33058326666479,103.802420979943,True,ChIJkdwXaaEQ2jERWUng9MnBNG4,81,4.3,0.014238003164000703,4.017223018425879
75,185,NAVAL BASE SECONDARY SCHOOL,http://www.navalbasesec.moe.edu.sg,901  YISHUN RING ROAD,768689,62571996,na,67557706,na,NBSS@MOE.EDU.SG,KHATIB MRT,"39, 85, 117, 670, 807, 811, 812, 851, 852, 853, 854, 855, 857, 858, 965, 969",MR SULAIMAN B MOHAMAD YUSOF,MR LIM SEOW KUAN,MR LYE GUO RONG LIONEL,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.41937881620441,103.831050390247,True,ChIJwcWSZmcT2jERSM2_uLfXEQc,33,3.7,0.005800667955703991,4.011322272589054
76,187,NEW TOWN SECONDARY SCHOOL,http://www.newtownsec.moe.edu.sg,1020 DOVER ROAD,139657,67754140,na,67752310,na,ntss@moe.edu.sg,"DOVER MRT, CLEMENTI MRT","33, 96, 96A, 151, 196, 183",MDM TAN SIEW HONG (MRS SNG),MR CHAN KOK TUNG TOM,MR LEONARD TAN SOON TECK,,,,,QUEENSTOWN,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.30977590011357,103.77318863421,True,ChIJQVeL74oa2jER84tkJiqj9nk,43,3.6,0.007558446124099139,4.0100159996304825
77,189,NGEE ANN SECONDARY SCHOOL,http://www.ngeeannsec.moe.edu.sg,1    TAMPINES STREET 32,529283,67844583,na,67840453,na,nass@moe.edu.sg,"TAMPINES MRT, SIMEI MRT, TAMPINES EAST MRT","3, 4, 8, 9, 12, 17, 18, 19, 21, 28, 29, 34, 37, 38, 39, 59, 81, 291, 293, 518, 552",MR TEO KOK HONG,MDM TAN LAY GIN,MR TAN YIT KEE,,,,,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,1.35447525755806,103.956747262496,True,ChIJ4dRFNgM92jERpiiGM9jfBrM,53,4.3,0.009316224292494287,4.015811150472228
78,193,NORTH VISTA SECONDARY SCHOOL,http://www.northvistasec.moe.edu.sg,11   RIVERVALE LINK,545081,68793930,na,68793931,na,northvistass@moe.edu.sg,"SENGKANG MRT, BUANGKOK MRT, RANGGUNG LRT","80, 82, 87, 88, 89, 119",MR YAP THIAM CHUAN,MR MOHAMED NASIM S/O ABDUL RAHIM,,,,,,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.381131285358,103.899188813886,True,ChIJ5Szukj0W2jERQ9wG42kfcEM,36,4.0,0.0063280014062225345,4.013055544507072
79,194,NORTHBROOKS SECONDARY SCHOOL,http://www.northbrookssec.moe.edu.sg,585  YISHUN RING ROAD,768692,67524311,na,67566110,na,NORTHBROOKS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","804, 806, 807, 860, 103",MR CHAN CHOON LOONG,MR ADAM BIN AHMAD,MISS POH SHI HUI,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.42081285020652,103.845147332528,True,ChIJ_RXGkGoU2jER3L2_nFbbJ0w,59,3.5,0.010370891193531377,4.007816980650327
80,196,NORTHLAND SECONDARY SCHOOL,http://www.northlandsec.moe.edu.sg,3    YISHUN STREET 22,768578,62576781,na,62573634,na,NORTHLAND_SS@MOE.EDU.SG,YISHUN MRT,"811, 804, 800",MDM TAN SIEW WOON,MS BIAN YU WEI,MR PETERSON JOSEPH STANLEY,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,1.43580183362637,103.840104687784,True,ChIJzfKZB2EU2jER0hbEKdPjBf8,36,4.1,0.0063280014062225345,4.0136883446476945
