facility_name,facility_type,address,lat,long
DA clinic @ Taman Jurong,CHAS Clinic,140 Corporation Drive 610410,1.01626425482099,103.581751807954
DAILY MEDICAL CENTRE,CHAS Clinic,159 HOUGANG STREET 11 530159,1.35144832553092,103.879517231861
DAVITA MEDICAL & DIALYSIS CENTRE (JURONG EAST),CHAS Clinic,2 VENTURE DRIVE 608526,1.33015172116219,103.744574632224
DAYSPRING MEDICAL CLINIC (TAMPINES),CHAS Clinic,2 TAMPINES CENTRAL 5 529509,1.35236829560034,103.943812302435
DOCTORS FOR LIFE MEDICAL,CHAS Clinic,3 PICKERING STREET 048660,1.28428813152396,103.847429981968
DOCTORS INC MEDICAL GROUP,CHAS Clinic,178 TOA PAYOH CENTRAL 310178,1.33358025833851,103.849264521174
"DOCTORS KOO, LOH & ASSOCIATES (PTE) LTD",CHAS Clinic,152 YUNG HO RD 610152,1.32707670705423,103.720708632127
DOVER MEDICAL CENTRE,CHAS Clinic,1 FUSIONOPOLIS WAY 138632,1.29915016462316,103.787581248398
DR CHUA'S FAMILY CLINIC PTE. LTD.,CHAS Clinic,638 JURONG WEST STREET 61 640638,1.34169239237791,103.697174842354
DR JOYCE & PARTNERS FAMILY CLINIC,CHAS Clinic,224A SUMANG LANE 821224,1.40195621611022,103.892811293348
DR LIM LEAN HUAT & ASSOCIATES PTE LTD,CHAS Clinic,101 IRRAWADDY ROAD 329565,1.32047597480701,103.843252763122
DR SOH FAMILY CLINIC,CHAS Clinic,966 JURONG WEST STREET 93 640966,1.34170245992124,103.692916978325
DRS CHUA & PARTNERS PTE LTD,CHAS Clinic,1 TANJONG PAGAR PLAZA 082001,1.27568702794453,103.842433596845
"DRS KOO, KOH & ASSOCIATES P.L.",CHAS Clinic,163 BUKIT MERAH CENTRAL 150163,1.2836613928251,103.817072709118
DRS LIM & CHAN CLINIC,CHAS Clinic,2 LOR LEW LIAN 531002,1.35060795579762,103.875680063619
DRS LIM & CHAN CLINIC,CHAS Clinic,106 HOUGANG AVE 1 530106,1.35370297114613,103.890680792157
"DRS OH, LIM, WONG & PARTNERS",CHAS Clinic,959 JURONG WEST ST 92 640959,1.34148123560942,103.690721731343
"DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE",CHAS Clinic,252 NORTH BRIDGE RD 179103,1.29376028146733,103.8527683243
DRS TANG & PARTNERS PTE. LTD.,CHAS Clinic,64 YUNG KUANG ROAD 610064,1.33237347600046,103.722451247982
DTAP @ Robertson,CHAS Clinic,11 UNITY STREET 237995,1.29189934215369,103.841475100183
DTAP @ SIGLAP,CHAS Clinic,914 EAST COAST ROAD 459108,1.31205928217535,103.92444984956
DTAP @ Somerset,CHAS Clinic,1 GRANGE ROAD 239693,1.30139878843175,103.837359153263
DUXTON MEDICAL CLINIC CANBERRA,CHAS Clinic,361 SEMBAWANG CRESCENT 750361,1.44631506786133,103.813936814037
DaVita Medical & Dialysis Centre (Farrer Park),CHAS Clinic,1 FARRER PARK STATION ROAD 217562,1.31247324146379,103.853929522028
DaVita Medical & Dialysis Centre (Novena),CHAS Clinic,101 IRRAWADDY ROAD 329565,1.32047597480701,103.843252763122
Dawson Medical Clinic,CHAS Clinic,85 DAWSON ROAD 141085,1.29531966312279,103.809758591462
Doctors Clinic & Surgery,CHAS Clinic,305 Woodlands Street 31 730305,1.43036145793777,103.774102413755
Dover Clinic and Surgery Pte Ltd,CHAS Clinic,28 DOVER CRESCENT 130028,1.30446092684555,103.781779696786
Dr Chen and Partners Medical Clinic,CHAS Clinic,9 SIN MING ROAD 575630,1.35319495294524,103.835564729732
Dr Chua & Lee Family Clinic,CHAS Clinic,213 BISHAN STREET 23 570213,1.35717822107249,103.848152968836
Dr Gary's Family Clinic,CHAS Clinic,77 INDUS ROAD 160077,1.29113483647707,103.826764453903
Dr Jeremy Chan Medical Clinic,CHAS Clinic,123 LORONG 1 TOA PAYOH 310123,1.33864901778038,103.845703844549
Dr Joyce & Partners Family Clinic (Toa Payoh Branch),CHAS Clinic,177 TOA PAYOH CENTRAL 310177,1.33390034089973,103.848854818027
Dr Nah & Lee Family Clinic,CHAS Clinic,780 WOODLANDS CRESCENT 730780,1.4483415501858,103.801057143564
Dr Stanley Peck Family Clinic,CHAS Clinic,636 BUKIT BATOK CENTRAL 650636,1.34963274148521,103.751825709259
Dr Steven Ang Aesthetic & Family Clinic,CHAS Clinic,75D Redhill Road 154075,1.28846476848129,103.815711568942
Dr W.K. Koo & Associates P.L.,CHAS Clinic,1 JURONG WEST CENTRAL 2 648886,1.33945271688955,103.706685012636
Dr.W Family Clinic,CHAS Clinic,8 EMPRESS ROAD 260008,1.31641190070436,103.805373812286
Drs Chan & Tang Family Clinic,CHAS Clinic,125 LORONG 1 TOA PAYOH 310125,1.33833133425818,103.845737117486
"Drs Koo, Fok & Associates Pte Ltd",CHAS Clinic,55 BENOI ROAD 629907,1.32561764091444,103.678410551478
"Drs Koo, Fok & Associates( Pioneer )",CHAS Clinic,31 JURONG WEST STREET 63 648310,1.3375870106289,103.697321608176
Duxton Medical Clinic,CHAS Clinic,7 TANJONG PAGAR PLAZA 081007,1.27712012192209,103.84311774345
E MEDICAL CLINIC & SURGERY,CHAS Clinic,126 LORONG 1 TOA PAYOH 310126,1.33781465664298,103.845130852041
E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.,CHAS Clinic,432 CLEMENTI AVE 3 120432,1.31402057647513,103.762740587674
E.J. TAN CLINIC & SURGERY,CHAS Clinic,104 JURONG EAST STREET 13 600104,1.33658465341547,103.737623303578
EAST COAST FAMILY CLINIC,CHAS Clinic,121 MEYER ROAD 437932,1.29769266267746,103.894446070261
EAST COAST MEDICAL CENTRE PTE LTD,CHAS Clinic,57A NEW UPPER CHANGI RD 462057,1.32371678656959,103.941288714677
EASTERN CLINIC & SURGERY PTE LTD,CHAS Clinic,235 JURONG EAST STREET 21 600235,1.33997597903837,103.742159955431
EASTERN CLINIC & SURGERY PTE LTD,CHAS Clinic,318 JURONG EAST STREET 31 600318,1.34750822879295,103.73056069188
EASTERN CLINIC AND DENTAL SURGERY,CHAS Clinic,303 JURONG EAST ST 32 600303,1.34485611221062,103.735622181592
EASTERN MEDICAL CENTRE,CHAS Clinic,631 BEDOK RESERVOIR RD 470631,1.33295923548327,103.914941831149
EC Family Clinic,CHAS Clinic,30 EUNOS CRESCENT 409423,1.31976065842876,103.903047958629
EDGEDALE MEDICAL CLINIC,CHAS Clinic,122A EDGEDALE PLAINS 821122,1.39350981246858,103.90910656253
EE CLINIC,CHAS Clinic,128 ANG MO KIO AVE 3 560128,1.3708320282205,103.843546990564
EH MEDICAL FAMILY CLINIC (BUKIT BATOK),CHAS Clinic,292 BUKIT BATOK EAST AVENUE 6 650292,1.34449810534059,103.755375174448
EH Medical,CHAS Clinic,785E WOODLANDS RISE 735785,1.44680413878616,103.805487571931
EHA CLINIC @ Jurong,CHAS Clinic,492 JURONG WEST STREET 41 640492,1.34994543580238,103.725180466271
EJ FAMILY CLINIC & SURGERY,CHAS Clinic,109 TOA PAYOH LOR 1 310109,1.34123727109327,103.846202461177
EL SHADDAI ARTHRITIS + RHEUMATISM SPECIALIST MEDICAL CENTRE,CHAS Clinic,102 TOWNER ROAD 322102,1.32058609482407,103.862002015014
ELIAS FAMILY CLINIC & SURGERY,CHAS Clinic,625 ELIAS RD 510625,1.37860239755804,103.941978174961
EMMANUEL MEDICAL CLINIC,CHAS Clinic,272 TAMPINES ST 22 520272,1.34915941815592,103.95028148718
EON MEDICAL CLINIC,CHAS Clinic,475 UPPER SERANGOON CRESCENT 530475,1.37571547934496,103.900675272909
ESSENTIAL FAMILY CLINIC & SURGERY,CHAS Clinic,626A WOODLANDS DR 52 731626,1.43409799393499,103.800131263153
ESTEEMED MEDICAL CLINIC,CHAS Clinic,260 ANG MO KIO STREET 21 560260,1.36891592440303,103.834501165254
ESTHER YEO CLINIC,CHAS Clinic,256 JURONG EAST ST 24 600256,1.34416527281328,103.738263366894
ETERN MEDICAL CLINIC (PUNGGOL SUMANG LRT),CHAS Clinic,308C PUNGGOL WALK 823308,1.40800694968972,103.899074358389
EVANGEL MEDICAL CLINIC,CHAS Clinic,10 CHAI CHEE RD 467010,1.32727572409468,103.924803599547
EVERCARE MEDICAL CLINIC,CHAS Clinic,253 CHOA CHU KANG AVE 1 680253,1.37736607411235,103.744393648371
EVERCARE MEDICAL CLINIC (475) PTE LTD,CHAS Clinic,475 CHOA CHU KANG AVE 3 680475,1.37789727696934,103.739015486131
EVERHEALTH FAMILY CLINIC & SURGERY,CHAS Clinic,762 JURONG WEST ST 75 640762,1.34874357156987,103.697732090659
FAMILY HEALTHCARE CLINIC & SURGERY PTE LTD,CHAS Clinic,523 HOUGANG AVE 6 530523,1.37372091211225,103.890706990241
FAMILY LIFE CLINIC,CHAS Clinic,727 CLEMENTI WEST ST 2 120727,1.3046248764802,103.763817745262
FAMILY MEDICAL CLINIC PTE LTD,CHAS Clinic,280 BT BATOK EAST AVE 3 650280,1.3477014777938,103.757044584459
FAMILY MEDICARE CLINIC & SURGERY,CHAS Clinic,721 ANG MO KIO AVE 8 560721,1.37234984800157,103.847899479496
FAMILY MEDICINE CLINIC,CHAS Clinic,58 MARINE TERRACE 440058,1.30611781278668,103.914026029639
FAMILYCARE CLINIC & SURGERY,CHAS Clinic,85C TOA PAYOH LOR 4 313085,1.33628570923804,103.847479439025
FEMA CLINIC & SURGERY,CHAS Clinic,10 SINARAN DRIVE 307506,1.3207051098625,103.844160709873
FINEST HEALTH MEDICAL CENTRE,CHAS Clinic,19 LORONG 7 TOA PAYOH 310019,1.33528228586453,103.856504185567
FIRST CARE FAMILY CLINIC & SURGERY,CHAS Clinic,253 JURONG EAST ST 24 600253,1.34318835753237,103.736785753592
FIRST MEDICAL CENTRE PTE LTD,CHAS Clinic,169 STIRLING ROAD 140169,1.29043486494243,103.803105949038
FIRST MEDICAL CLINIC & SURGERY,CHAS Clinic,167 WOODLANDS ST 11 730167,1.43359370625977,103.775884057974
FIRSTHEALTH CLINIC & SURGERY,CHAS Clinic,126 KIM TIAN ROAD 160126,1.28253466924079,103.829470015099
FOCUS MEDICAL CENTRE,CHAS Clinic,137 TECK WHYE LANE 680137,1.38004753002611,103.752483840899
FONG CLINIC,CHAS Clinic,162 MEI LING ST 140162,1.2922546717017,103.802856952292
FOO CLINIC,CHAS Clinic,962 JURONG WEST ST 91 640962,1.34201784065971,103.69148311528
FRASER MEDICAL CENTRE,CHAS Clinic,78A TELOK BLANGAH ST 32 101078,1.27338751529297,103.808980553653
FRIENDSHIP CLINIC & SURGERY,CHAS Clinic,1 JALAN BUKIT MERAH 150001,1.28645354013154,103.808242400061
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,982 BUANGKOK CRESCENT 530982,1.38085035421403,103.879309094037
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,163 ANG MO KIO AVE 4 560163,1.37354853932334,103.838176471518
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,304 UBI AVENUE 1 400304,1.32955256814021,103.901228610039
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,899C WOODLANDS DR 50 732899,1.43656985620916,103.795261266782
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,654 YISHUN AVE 4 760654,1.42305346406148,103.840410312781
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,105 CANBERRA STREET 750105,1.44885888645002,103.8324062093
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,440 BUKIT BATOK WEST AVENUE 8 650440,1.35572308150266,103.739303105448
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,451 BUKIT BATOK WEST AVE 6 650451,1.35303824914482,103.743948447105
FRONTIER MEDICAL ASSOCIATES,CHAS Clinic,691 WOODLANDS DRIVE 73 730691,1.44062992413871,103.806198056521
FULLERTON HEALTH @ DRS TRYTHALL HOY DAVIES,CHAS Clinic,391B ORCHARD ROAD 238874,1.30242417185937,103.834676124776
FULLERTON HEALTHCARE @ ARC,CHAS Clinic,460 ALEXANDRA ROAD 119963,1.27398640019417,103.801264139133
FUSION MEDICAL HEALTH SCREENING & AESTHETIC,CHAS Clinic,501 ORCHARD ROAD 238880,1.30467628686208,103.830642027915
Faith Clinic (Jurong West),CHAS Clinic,762 JURONG WEST ST 75 640762,1.34874357156987,103.697732090659
Famicare Bedok Clinic Pte Ltd,CHAS Clinic,158 Bedok South Avenue 3 460158,1.31873582672514,103.945086743402
Family Doctors at 365,CHAS Clinic,365 CORPORATION DRIVE 610365,1.33772592748385,103.720184719407
Family Medicine Clinic Chinatown,CHAS Clinic,133 NEW BRIDGE ROAD 059413,1.28499882861736,103.844697080902
Fernvale Family Clinic,CHAS Clinic,405C FERNVALE LANE 793405,1.38919466650292,103.873437403062
First Light Family Clinic & Surgery,CHAS Clinic,272 Bukit Batok East Avenue 4 650272,1.34879030670709,103.757864718234
Foo And Ong Family Clinic Pte. Ltd.,CHAS Clinic,151 BUKIT BATOK ST 11 650151,1.34874703498808,103.744211484368
Frontier Family Medicine Clinic,CHAS Clinic,3151 COMMONWEALTH AVENUE WEST 129581,1.3142704390532,103.76514748726
Frontier Medical Associates,CHAS Clinic,678D JURONG WEST STREET 64 644678,1.34486489516062,103.703395356357
Frontier People's Clinic,CHAS Clinic,123 BEDOK NORTH STREET 2 460123,1.32919868633173,103.937343348132
Fullerton Health @ NTU,CHAS Clinic,36 NANYANG AVENUE 639801,1.34536991705032,103.682668844091
Fullerton Health @ OFC,CHAS Clinic,10 COLLYER QUAY 049315,1.28320475137081,103.851909612057
Fullerton Health @ Watsons (Changi City Point),CHAS Clinic,5 CHANGI BUSINESS PARK CENTRAL 1 486038,1.33408360486513,103.962946072076
Fullerton Healthcare @ Drs Trythall Hoy Davies,CHAS Clinic,1 JURONG WEST CENTRAL 2 648886,1.33945271688955,103.706685012636
Fullerton Healthcare @ Gethin-Jones,CHAS Clinic,78 SHENTON WAY 079120,1.2732000622671,103.84529056569
Fullerton Healthcare @ MBFC,CHAS Clinic,10 MARINA BOULEVARD 018981,1.27946938564498,103.85374955327
Fullerton Healthcare @ Metropolis,CHAS Clinic,9 NORTH BUONA VISTA DRIVE 138588,1.30624556797731,103.791237458059
Fullerton Healthcare Screening Centre,CHAS Clinic,391B ORCHARD ROAD 238874,1.30242417185937,103.834676124776
Fusion Medical & Health Screening Centre,CHAS Clinic,1 FUSIONOPOLIS LINK 138542,1.29925468196734,103.789607732973
G & H MEDICAL CLINIC PTE LTD,CHAS Clinic,106 YISHUN RING ROAD 760106,1.43147861410692,103.827452004281
G S CLINIC & SURGERY,CHAS Clinic,632 ANG MO KIO AVE 4 560632,1.37992681961038,103.841432372506
G.I.F.T MEDICAL CENTRE,CHAS Clinic,389 UPPER ALJUNIED RD 367874,1.33317933421739,103.878829907545
GARDEN CLINIC,CHAS Clinic,304 SERANGOON AVE 2 550304,1.35381345318208,103.867773013652
GEYLANG BAHRU CLINIC,CHAS Clinic,16 UPPER BOON KENG RD 380016,1.31543175845042,103.871651573599
GLOBAL CARE MEDICAL,CHAS Clinic,77 JALAN MALU-MALU 769687,1.44381831615093,103.825776599298
GOH CLINIC & SURGERY,CHAS Clinic,204 HOUGANG ST 21 530204,1.3588191151875,103.884988426823
"HUA MEI CLINIC, WHAMPOA",CHAS Clinic,300 WHAMPOA DRIVE 327737,1.32486749271072,103.857201210738
HUAN CLINIC,CHAS Clinic,51 CHIN SWEE ROAD 160051,1.2874030082089,103.842029779252
HUI CLINIC + SURGERY,CHAS Clinic,157 ANG MO KIO AVE 4 560157,1.37530562129984,103.839395071325
HWANG & LIANG FAMILY CLINIC & SURGERY,CHAS Clinic,476 TAMPINES ST 44 520476,1.36092283905723,103.95335936462
Hamid Family Clinic & Surgery,CHAS Clinic,156 Pasir Ris St 13 510156,1.36408364491692,103.962895349626
Health First Family Clinic,CHAS Clinic,26 JALAN MEMBINA 161026,1.28263437658533,103.825595753279
HealthMatters - The Family Practice,CHAS Clinic,"1 Pasir Ris Close, 519599",1.37912717895311,103.955444757708
HealthMed Family Clinic (Bukit Panjang),CHAS Clinic,416 Saujana Road 670416,1.38319686720506,103.768454110363
Healthcare AMK Medical Clinic,CHAS Clinic,157 ANG MO KIO AVENUE 4 560157,1.37530562129984,103.839395071325
Healthcare Hougang Medical Clinic,CHAS Clinic,311 HOUGANG AVENUE 5 530311,1.36566733051337,103.894853675365
Healthlife Family Clinic,CHAS Clinic,296A BUKIT BATOK STREET 22 651296,1.34409358188013,103.746409176593
Healthmark Family Clinic (Compassvale),CHAS Clinic,263 Compassvale Street 540263,1.39484816497783,103.896042267939
Healthmark Family Medicine Clinic,CHAS Clinic,601 Choa Chu Kang St 62 680601,1.39693363037626,103.744921736282
Healthmark Medical Clinic,CHAS Clinic,639 Punggol Drive 820639,1.39944615058909,103.916054652799
Healthmark Pioneer Mall Clinic,CHAS Clinic,638 Jurong West Street 61 640638,1.34169239237791,103.697174842354
Healthpath Medical Clinic and Surgery,CHAS Clinic,338 ANG MO KIO AVENUE 1 560338,1.3638957019431,103.848986957423
Healthsprings Medical & Laser Clinic,CHAS Clinic,105A BIDADARI PARK DRIVE 341105,1.33400699198631,103.870430572629
Healthsprings Medical Clinic,CHAS Clinic,524A JELAPANG ROAD 671524,1.38540569301034,103.766228468168
Healthway Medical,CHAS Clinic,218 BEDOK NORTH ST 1 460218,1.32749295502142,103.934249434387
Healthway Medical,CHAS Clinic,90 Hougang Avenue 10 538766,1.37249493836098,103.893775562591
Healthway Medical,CHAS Clinic,690 JURONG WEST CENTRAL 1 640690,1.34118688532867,103.706710011276
Healthway Medical,CHAS Clinic,168 Punggol Field 820168,1.39423719749383,103.913047323352
Healthway Medical,CHAS Clinic,503 Tampines Central 1 520503,1.35580335647499,103.945102946946
Healthway Medical,CHAS Clinic,177 Toa Payoh Central 310177,1.33390034089973,103.848854818027
Healthway Medical,CHAS Clinic,108 HOUGANG AVE 1 530108,1.3527739328609,103.890093177136
Healthway Medical,CHAS Clinic,6A SHENTON WAY 068815,1.27796672374231,103.849007895658
Healthway Medical,CHAS Clinic,118 RIVERVALE DRIVE 540118,1.38533736141014,103.901841043722
FAMILY HEALTHCARE CLINIC & SURGERY,CHAS Clinic,151 SERANGOON NORTH AVE 2 550151,1.36934534973621,103.873778334173
Healthway Medical,CHAS Clinic,888 WOODLANDS DR 50 730888,1.43712301469225,103.79531438351
Healthway Medical,CHAS Clinic,201D TAMPINES STREET 21 524201,1.35226231434834,103.953586491461
Healthway Medical,CHAS Clinic,101 YISHUN AVENUE 5 760101,1.43053575388582,103.827667722133
Healthway Medical,CHAS Clinic,446 BUKIT BATOK WEST AVENUE 8 650446,1.35017085094578,103.739084635311
Healthway Medical,CHAS Clinic,705 SERANGOON ROAD 328127,1.31799485295601,103.859085390214
Healthway Medical,CHAS Clinic,461 YISHUN AVENUE 6 760461,1.42841471934027,103.849972823964
Healthway Medical,CHAS Clinic,267 Compassvale Link 540267,1.38374441791265,103.89704655689
Healthway Medical,CHAS Clinic,10 SINARAN DRIVE 307506,1.3207051098625,103.844160709873
Healthway Medical,CHAS Clinic,727 Clementi West  Street 2 120727,1.3046248764802,103.763817745262
Healthway Medical,CHAS Clinic,308 ANCHORVALE ROAD 540308,1.38955848478423,103.886426650155
Healthway Medical,CHAS Clinic,960 JURONG WEST ST 92 640960,1.34138531152671,103.691459639169
Healthway Medical,CHAS Clinic,475 CHOA CHU KANG AVE 3 680475,1.37789727696934,103.739015486131
Healthway Medical,CHAS Clinic,721 Ang Mo Kio Ave 8 560721,1.37234984800157,103.847899479496
Healthway Medical,CHAS Clinic,445 FAJAR ROAD 670445,1.38358044593591,103.77076830515
Healthway Medical,CHAS Clinic,710 TAMPINES ST 71 520710,1.35860238778915,103.937730608185
Healthway Medical,CHAS Clinic,443 CLEMENTI AVENUE 3 120443,1.31421051604588,103.764010395269
Healthway Medical,CHAS Clinic,30 SEMBAWANG DRIVE 757713,1.44819535415187,103.819502127479
Healthway Medical,CHAS Clinic,153 BUKIT BATOK ST 11 650153,1.34747947809009,103.744276460475
Healthway Medical,CHAS Clinic,717 WOODLANDS DRIVE 70 730717,1.44087378957359,103.799494171179
Healthway Medical,CHAS Clinic,452 ANG MO KIO AVE 10 560452,1.36889751154086,103.856200835268
Healthwerkz Medical Centre (CCK),CHAS Clinic,225 CHOA CHU KANG CENTRAL 680225,1.38109065346169,103.744889593655
Healthwerkz medical centre @ orchard,CHAS Clinic,9 SCOTTS ROAD 228210,1.3065470470191,103.832128173794
Heartland Family Clinic,CHAS Clinic,333C YISHUN STREET 31 763333,1.43188998725882,103.845790190573
HeartlandHealth,CHAS Clinic,87 WHAMPOA DRIVE 320087,1.32328917056723,103.855735558254
Hill Spring Medical,CHAS Clinic,12 JALAN LEBAN 577552,1.37154719878388,103.829175553654
Hisemainn Medical Clinic (Bukit Batok),CHAS Clinic,289E BUKIT BATOK ST 25 654289,1.34417029371853,103.759431387572
Hisemainn Medical Clinic (Jurong West),CHAS Clinic,276 JURONG WEST ST 25 640276,1.35361178019917,103.703725312401
Horizon Medical Centre,CHAS Clinic,200 Upper Thomson Road 574424,1.35184499139998,103.836053648693
LIFELINE BISHAN MEDICAL CLINIC,CHAS Clinic,501 BISHAN ST 11 570501,1.34841689766538,103.84907733333
LIFELINE BUKIT PANJANG MEDICAL CLINIC,CHAS Clinic,103 GANGSA ROAD 670103,1.37867070866309,103.768538441068
LIFELINE MEDICAL CENTRE,CHAS Clinic,710 CLEMENTI WEST ST 2 120710,1.30628911897632,103.761518107763
LIFELINE MEDICAL GROUP,CHAS Clinic,118 RIVERVALE DRIVE 540118,1.38533736141014,103.901841043722
LIFELINE NEIGHBOURHOOD MEDICAL CLINIC,CHAS Clinic,280 BUKIT BATOK EAST AVE 3 650280,1.3477014777938,103.757044584459
LIFELINE PUNGGOL MEDICAL CLINIC PTE LTD,CHAS Clinic,198 PUNGGOL FIELD 820198,1.39946295696544,103.906402433947
LIFELINE YISHUN RING MEDICAL CLINIC,CHAS Clinic,846 YISHUN RING ROAD 760846,1.41678634673088,103.834641578841
LIFELINK SN CLINIC & SURGERY,CHAS Clinic,153 Serangoon North Avenue 1 550153,1.36995099695439,103.872312298307
LILY AW PASIR RIS FAMILY CLINIC & SURGERY,CHAS Clinic,446 PASIR RIS DR 6 510446,1.37030619330386,103.957726864829
LIM CLINIC & SURGERY,CHAS Clinic,20 CHAI CHEE ROAD 461020,1.32627271273425,103.922885287164
LIM CLINIC & SURGERY,CHAS Clinic,109 TOA PAYOH LOR 1 310109,1.34123727109327,103.846202461177
LIM COUNTRY CLINIC,CHAS Clinic,208 HOUGANG ST 21 530208,1.35869679921108,103.886636110951
LIN & SONS CLINIC & SURGERY PTE LTD,CHAS Clinic,18 TECK WHYE LANE 680018,1.37829768774576,103.754071399254
LIVEWELL MEDICAL FAMILY CLINIC,CHAS Clinic,20 AH HOOD ROAD 329984,1.3269450448725,103.846554377717
LO & LEE CLINIC & SURGERY,CHAS Clinic,134 LORONG AH SOO 530134,1.35046468301438,103.886509353222
LOH CLINIC,CHAS Clinic,45 SIMS DR 380045,1.31733721507169,103.878442674599
LOI+WONG CLINIC & SURGERY,CHAS Clinic,492 JURONG WEST ST 41 640492,1.34994543580238,103.725180466271
LONDON (MH) CLINIC & SURGERY,CHAS Clinic,104 HOUGANG AVE 1 530104,1.35478438650586,103.890318475998
LOW & LEE CLINIC & SURGERY,CHAS Clinic,55 CHAI CHEE DR 460055,1.32684846987483,103.919015572902
LOW MEDICAL CLINIC,CHAS Clinic,67 KALLANG BAHRU 330067,1.3213944644766,103.869336175072
LUM CLINIC & SURGERY,CHAS Clinic,109 BUKIT PURMEI RD 090109,1.27392939913176,103.825310761058
LUSUMU Family Clinic,CHAS Clinic,530 Bedok North St 3 460530,1.33371332045971,103.927020293721
Lakeside Family Medicine Clinic,CHAS Clinic,518A JURONG WEST STREET 52 641518,1.34513828527898,103.71885762802
Lee Respiratory and Sleep Clinic,CHAS Clinic,820 THOMSON ROAD 574623,1.34182282585918,103.837601167324
Lian Clinic,CHAS Clinic,18 Marsiling Lane 730018,1.44341700675837,103.777861242043
Lifescan Medical Centre,CHAS Clinic,290 ORCHARD ROAD 238859,1.30387230856356,103.835857545111
Lily Neo Clinic Pte Ltd,CHAS Clinic,101 IRRAWADDY ROAD 329565,1.32047597480701,103.843252763122
Lim Clinic,CHAS Clinic,446 ANG MO KIO AVE10 560446,1.36776095160051,103.855357145899
Hua Mei Clinic,CHAS Clinic,298 TIONG BAHRU ROAD 168730,1.28629937149605,103.828093503377
I-HEALTH MEDICAL CLINIC,CHAS Clinic,30 BENDEMEER ROAD 330030,1.31930336749337,103.864049815076
ICON MEDICAL CLINIC,CHAS Clinic,517 JURONG WEST ST 52 640517,1.34584959191131,103.71972430603
IDOC CLINIC (HONG KAH) PTE LTD,CHAS Clinic,502 JURONG WEST AVENUE 1 640502,1.3505012764805,103.718334683532
INTEMEDICAL 24 HOUR CLINIC,CHAS Clinic,525 ANG MO KIO AVENUE 10 560525,1.37262666866782,103.853976743936
ISLAND FAMILY CLINIC (ANCHORVALE),CHAS Clinic,338 ANCHORVALE CRESCENT 540338,1.39922857033118,103.889653919266
ISLAND FAMILY CLINIC (FERNVALE),CHAS Clinic,473A FERNVALE STREET 791473,1.39785974899126,103.881232764558
ISLAND FAMILY CLINIC (KEAT HONG),CHAS Clinic,803 KEAT HONG CLOSE 680803,1.37415533414763,103.742759621795
Integrated Wellness Clinic,CHAS Clinic,8 SINARAN DRIVE 307470,1.32003005040623,103.844782386419
Island Family Clinic & Endoscopy Centre,CHAS Clinic,338 ANCHORVALE CRESCENT 540338,1.39922857033118,103.889653919266
Island Family Clinic (Bedok),CHAS Clinic,763 BEDOK RESERVOIR VIEW 470763,1.33607209518397,103.93483060668
Island Family Clinic (Bukit Batok),CHAS Clinic,447 BUKIT BATOK WEST AVENUE 9 650447,1.35269613886399,103.739809933345
Island Family Clinic (Sengkang),CHAS Clinic,279 SENGKANG EAST AVENUE 540279,1.38621835450901,103.893038290272
Island Medical Clinic,CHAS Clinic,55 Newton Road 307987,1.3195180026839,103.842154838462
JAPAN CLINIC AND SURGERY,CHAS Clinic,802 FRENCH RD 200802,1.30764582352943,103.860269172947
JIREH FAMILY CLINIC,CHAS Clinic,883 WOODLANDS ST 82 730883,1.44275333234585,103.790548015767
JJ CLINIC & SURGERY,CHAS Clinic,107 ANG MO KIO AVENUE 4 560107,1.37138400101395,103.837381409799
JO-LIN FAMILY CLINIC & SURGERY,CHAS Clinic,533 CHOA CHU KANG ST 51 680533,1.39207388757417,103.743099573448
JOY CLINIC AND SURGERY,CHAS Clinic,844 YISHUN ST 81 760844,1.41562517359593,103.835446503405
JOY FAMILY CLINIC,CHAS Clinic,703 BEDOK RESERVOIR ROAD 470703,1.33716507465033,103.91989305506
JUBILEE FAMILY PHYSICIANS,CHAS Clinic,258 PASIR RIS ST 21 510258,1.36707357511654,103.964632224965
JURONG EAST CLINIC,CHAS Clinic,114 JURONG EAST ST 13 600114,1.33921386441237,103.734609974421
JW Corporation Clinic Pte Ltd,CHAS Clinic,507 Jurong West Street 52 640507,1.34902708947199,103.71842993374
Jade Medical Clinic Pte Ltd,CHAS Clinic,8 EU TONG SEN STREET 059818,1.28895619965092,103.84679624319
Jane & Lee Sembawang Family Clinic,CHAS Clinic,483 Admiralty Link 750483,1.45603699743209,103.815580869089
Jireh Heart centre,CHAS Clinic,38 IRRAWADDY ROAD 329563,1.32214005414322,103.844212383776
Joash Family Clinic & Surgery,CHAS Clinic,1030 UPPER SERANGOON ROAD 534767,1.36298113879038,103.888536901518
JoyHealth Medical Clinic & Surgery,CHAS Clinic,825 Tampines Street 81 520825,1.34943750949191,103.932787707033
